date,platform,content_type,reach,likes,comments,shares,clicks,conversions,engagement,engagement_rate,conversion_rate,hour,day_of_week,month
2024-02-11 00:00:00,Instagram,Story,5570,532,110,130,367,32,772,13.86,0.575,0,Sunday,2024-02
2024-02-11 02:00:00,Instagram,Image,5318,470,95,57,315,41,622,11.7,0.771,2,Sunday,2024-02
2024-02-11 04:00:00,Twitter,Image,2757,135,64,103,76,13,302,10.95,0.472,4,Sunday,2024-02
2024-02-11 06:00:00,Instagram,Image,4296,426,93,50,146,46,569,13.24,1.071,6,Sunday,2024-02
2024-02-11 08:00:00,Twitter,Carousel,4250,281,26,47,147,45,354,8.33,1.059,8,Sunday,2024-02
2024-02-11 10:00:00,Instagram,Story,4417,360,85,206,196,13,651,14.74,0.294,10,Sunday,2024-02
2024-02-11 12:00:00,Facebook,Text,2398,288,15,90,130,26,393,16.39,1.084,12,Sunday,2024-02
2024-02-11 14:00:00,Facebook,Image,2830,147,44,127,126,17,318,11.24,0.601,14,Sunday,2024-02
2024-02-11 16:00:00,Twitter,Story,2745,198,65,58,130,23,321,11.69,0.838,16,Sunday,2024-02
2024-02-11 18:00:00,Twitter,Story,2619,147,38,103,188,20,288,11.0,0.764,18,Sunday,2024-02
2024-02-11 20:00:00,Instagram,Carousel,5201,699,39,213,186,58,951,18.28,1.115,20,Sunday,2024-02
2024-02-11 22:00:00,Facebook,Text,1973,220,39,37,91,15,296,15.0,0.76,22,Sunday,2024-02
2024-02-12 00:00:00,Twitter,Video,4848,660,110,100,336,32,870,17.95,0.66,0,Monday,2024-02
2024-02-12 02:00:00,Instagram,Video,7385,636,83,245,471,40,964,13.05,0.542,2,Monday,2024-02
2024-02-12 04:00:00,Facebook,Story,3678,408,22,163,174,14,593,16.12,0.381,4,Monday,2024-02
2024-02-12 06:00:00,Facebook,Image,3550,227,52,161,151,32,440,12.39,0.901,6,Monday,2024-02
2024-02-12 08:00:00,Facebook,Story,2476,344,50,45,124,8,439,17.73,0.323,8,Monday,2024-02
2024-02-12 10:00:00,Twitter,Story,2142,173,44,87,72,23,304,14.19,1.074,10,Monday,2024-02
2024-02-12 12:00:00,Twitter,Video,3735,336,63,120,183,24,519,13.9,0.643,12,Monday,2024-02
2024-02-12 14:00:00,Twitter,Story,3947,227,83,125,109,37,435,11.02,0.937,14,Monday,2024-02
2024-02-12 16:00:00,Facebook,Image,2039,187,14,96,63,7,297,14.57,0.343,16,Monday,2024-02
2024-02-12 18:00:00,Facebook,Image,2526,203,31,105,119,7,339,13.42,0.277,18,Monday,2024-02
2024-02-12 20:00:00,Instagram,Carousel,5904,323,101,192,371,66,616,10.43,1.118,20,Monday,2024-02
2024-02-12 22:00:00,Instagram,Text,1302,170,31,25,36,5,226,17.36,0.384,22,Monday,2024-02
2024-02-13 00:00:00,Instagram,Video,7116,291,98,84,374,33,473,6.65,0.464,0,Tuesday,2024-02
2024-02-13 02:00:00,Facebook,Image,3290,287,56,147,196,18,490,14.89,0.547,2,Tuesday,2024-02
2024-02-13 04:00:00,Facebook,Carousel,3709,253,22,136,266,10,411,11.08,0.27,4,Tuesday,2024-02
2024-02-13 06:00:00,Instagram,Carousel,5021,608,110,233,180,54,951,18.94,1.075,6,Tuesday,2024-02
2024-02-13 08:00:00,Twitter,Carousel,4604,207,27,178,214,17,412,8.95,0.369,8,Tuesday,2024-02
2024-02-13 10:00:00,Instagram,Video,5676,335,104,56,387,10,495,8.72,0.176,10,Tuesday,2024-02
2024-02-13 12:00:00,Facebook,Image,2441,215,29,55,189,19,299,12.25,0.778,12,Tuesday,2024-02
2024-02-13 14:00:00,Facebook,Image,1828,77,24,82,69,3,183,10.01,0.164,14,Tuesday,2024-02
2024-02-13 16:00:00,Facebook,Story,2983,289,18,46,171,9,353,11.83,0.302,16,Tuesday,2024-02
2024-02-13 18:00:00,Twitter,Image,4329,391,68,92,332,44,551,12.73,1.016,18,Tuesday,2024-02
2024-02-13 20:00:00,Twitter,Video,4812,243,71,79,378,13,393,8.17,0.27,20,Tuesday,2024-02
2024-02-13 22:00:00,Instagram,Text,2861,253,35,101,79,16,389,13.6,0.559,22,Tuesday,2024-02
2024-02-14 00:00:00,Instagram,Video,7656,337,178,331,289,74,846,11.05,0.967,0,Wednesday,2024-02
2024-02-14 02:00:00,Facebook,Text,1414,60,34,43,54,7,137,9.69,0.495,2,Wednesday,2024-02
2024-02-14 04:00:00,Facebook,Carousel,3725,313,89,73,193,23,475,12.75,0.617,4,Wednesday,2024-02
2024-02-14 06:00:00,Facebook,Story,2264,249,14,40,74,20,303,13.38,0.883,6,Wednesday,2024-02
2024-02-14 08:00:00,Facebook,Image,3046,187,67,145,155,14,399,13.1,0.46,8,Wednesday,2024-02
2024-02-14 10:00:00,Twitter,Video,4077,258,24,84,241,28,366,8.98,0.687,10,Wednesday,2024-02
2024-02-14 12:00:00,Facebook,Carousel,3529,386,52,107,127,21,545,15.44,0.595,12,Wednesday,2024-02
2024-02-14 14:00:00,Facebook,Story,2992,260,57,142,118,4,459,15.34,0.134,14,Wednesday,2024-02
2024-02-14 16:00:00,Facebook,Carousel,6118,347,123,302,469,19,772,12.62,0.311,16,Wednesday,2024-02
2024-02-14 18:00:00,Instagram,Video,6993,891,133,196,366,72,1220,17.45,1.03,18,Wednesday,2024-02
2024-02-14 20:00:00,Twitter,Story,1036,92,17,18,76,8,127,12.26,0.772,20,Wednesday,2024-02
2024-02-14 22:00:00,Instagram,Story,3761,388,26,128,102,7,542,14.41,0.186,22,Wednesday,2024-02
2024-02-15 00:00:00,Facebook,Carousel,1691,167,11,46,51,20,224,13.25,1.183,0,Thursday,2024-02
2024-02-15 02:00:00,Twitter,Story,3427,329,64,78,88,40,471,13.74,1.167,2,Thursday,2024-02
2024-02-15 04:00:00,Instagram,Story,3572,375,19,151,186,14,545,15.26,0.392,4,Thursday,2024-02
2024-02-15 06:00:00,Twitter,Carousel,2820,130,23,129,172,10,282,10.0,0.355,6,Thursday,2024-02
2024-02-15 08:00:00,Twitter,Video,5267,512,68,129,173,44,709,13.46,0.835,8,Thursday,2024-02
2024-02-15 10:00:00,Instagram,Image,4163,570,35,141,189,24,746,17.92,0.577,10,Thursday,2024-02
2024-02-15 12:00:00,Instagram,Video,7776,688,123,172,240,15,983,12.64,0.193,12,Thursday,2024-02
2024-02-15 14:00:00,Twitter,Image,2763,307,24,103,119,15,434,15.71,0.543,14,Thursday,2024-02
2024-02-15 16:00:00,Twitter,Image,1421,71,15,51,85,5,137,9.64,0.352,16,Thursday,2024-02
2024-02-15 18:00:00,Facebook,Video,4065,349,36,74,86,44,459,11.29,1.082,18,Thursday,2024-02
2024-02-15 20:00:00,Twitter,Image,2674,181,20,95,65,6,296,11.07,0.224,20,Thursday,2024-02
2024-02-15 22:00:00,Facebook,Video,3921,409,46,150,209,14,605,15.43,0.357,22,Thursday,2024-02
2024-02-16 00:00:00,Twitter,Story,2226,208,30,46,125,23,284,12.76,1.033,0,Friday,2024-02
2024-02-16 02:00:00,Twitter,Text,2177,304,37,57,72,8,398,18.28,0.367,2,Friday,2024-02
2024-02-16 04:00:00,Facebook,Video,2667,350,32,66,114,27,448,16.8,1.012,4,Friday,2024-02
2024-02-16 06:00:00,Twitter,Text,1639,172,28,38,113,2,238,14.52,0.122,6,Friday,2024-02
2024-02-16 08:00:00,Instagram,Image,4530,361,67,166,94,47,594,13.11,1.038,8,Friday,2024-02
2024-02-16 10:00:00,Instagram,Image,5373,454,63,83,249,34,600,11.17,0.633,10,Friday,2024-02
2024-02-16 12:00:00,Facebook,Video,5817,477,140,197,398,12,814,13.99,0.206,12,Friday,2024-02
2024-02-16 14:00:00,Twitter,Image,2478,197,29,81,177,4,307,12.39,0.161,14,Friday,2024-02
2024-02-16 16:00:00,Twitter,Story,3396,320,73,50,94,24,443,13.04,0.707,16,Friday,2024-02
2024-02-16 18:00:00,Instagram,Carousel,4970,669,66,114,280,55,849,17.08,1.107,18,Friday,2024-02
2024-02-16 20:00:00,Instagram,Video,8144,558,79,337,190,41,974,11.96,0.503,20,Friday,2024-02
2024-02-16 22:00:00,Instagram,Video,7522,681,121,294,310,58,1096,14.57,0.771,22,Friday,2024-02
2024-02-17 00:00:00,Instagram,Image,5495,571,55,73,149,19,699,12.72,0.346,0,Saturday,2024-02
2024-02-17 02:00:00,Twitter,Image,4985,448,108,189,335,24,745,14.94,0.481,2,Saturday,2024-02
2024-02-17 04:00:00,Instagram,Video,5866,347,36,197,465,16,580,9.89,0.273,4,Saturday,2024-02
2024-02-17 06:00:00,Twitter,Image,2004,89,41,40,139,17,170,8.48,0.848,6,Saturday,2024-02
2024-02-17 08:00:00,Facebook,Story,2421,257,34,85,113,7,376,15.53,0.289,8,Saturday,2024-02
2024-02-17 10:00:00,Instagram,Text,3182,288,49,134,204,26,471,14.8,0.817,10,Saturday,2024-02
2024-02-17 12:00:00,Twitter,Image,3470,312,79,162,80,34,553,15.94,0.98,12,Saturday,2024-02
2024-02-17 14:00:00,Facebook,Text,1206,52,14,38,34,11,104,8.62,0.912,14,Saturday,2024-02
2024-02-17 16:00:00,Instagram,Image,5822,766,111,214,254,5,1091,18.74,0.086,16,Saturday,2024-02
2024-02-17 18:00:00,Twitter,Image,3698,192,58,136,166,33,386,10.44,0.892,18,Saturday,2024-02
2024-02-17 20:00:00,Facebook,Video,3842,227,83,149,283,8,459,11.95,0.208,20,Saturday,2024-02
2024-02-17 22:00:00,Facebook,Carousel,3672,510,33,38,293,15,581,15.82,0.408,22,Saturday,2024-02
2024-02-18 00:00:00,Instagram,Text,1901,186,43,43,114,5,272,14.31,0.263,0,Sunday,2024-02
2024-02-18 02:00:00,Facebook,Carousel,4055,415,47,74,157,12,536,13.22,0.296,2,Sunday,2024-02
2024-02-18 04:00:00,Twitter,Image,3028,195,42,69,195,35,306,10.11,1.156,4,Sunday,2024-02
2024-02-18 06:00:00,Instagram,Carousel,6519,546,144,212,191,56,902,13.84,0.859,6,Sunday,2024-02
2024-02-18 08:00:00,Twitter,Video,6862,884,94,315,446,43,1293,18.84,0.627,8,Sunday,2024-02
2024-02-18 10:00:00,Facebook,Story,2675,268,30,131,160,3,429,16.04,0.112,10,Sunday,2024-02
2024-02-18 12:00:00,Twitter,Image,4057,185,22,113,162,23,320,7.89,0.567,12,Sunday,2024-02
2024-02-18 14:00:00,Instagram,Image,3294,218,27,123,167,10,368,11.17,0.304,14,Sunday,2024-02
2024-02-18 16:00:00,Twitter,Carousel,4850,229,38,62,333,44,329,6.78,0.907,16,Sunday,2024-02
2024-02-18 18:00:00,Instagram,Carousel,4494,518,86,165,218,36,769,17.11,0.801,18,Sunday,2024-02
2024-02-18 20:00:00,Instagram,Video,7287,858,109,177,267,58,1144,15.7,0.796,20,Sunday,2024-02
2024-02-18 22:00:00,Instagram,Carousel,5516,602,123,130,365,39,855,15.5,0.707,22,Sunday,2024-02
2024-02-19 00:00:00,Instagram,Video,7259,666,120,290,565,13,1076,14.82,0.179,0,Monday,2024-02
2024-02-19 02:00:00,Instagram,Carousel,6670,302,158,208,379,42,668,10.01,0.63,2,Monday,2024-02
2024-02-19 04:00:00,Instagram,Story,4194,481,47,93,294,7,621,14.81,0.167,4,Monday,2024-02
2024-02-19 06:00:00,Twitter,Story,2661,340,26,89,202,22,455,17.1,0.827,6,Monday,2024-02
2024-02-19 08:00:00,Instagram,Carousel,7215,536,76,359,469,58,971,13.46,0.804,8,Monday,2024-02
2024-02-19 10:00:00,Instagram,Image,3883,293,23,43,206,36,359,9.25,0.927,10,Monday,2024-02
2024-02-19 12:00:00,Facebook,Video,5457,236,67,106,255,9,409,7.49,0.165,12,Monday,2024-02
2024-02-19 14:00:00,Twitter,Story,2987,404,28,140,136,35,572,19.15,1.172,14,Monday,2024-02
2024-02-19 16:00:00,Twitter,Image,3796,153,75,175,107,7,403,10.62,0.184,16,Monday,2024-02
2024-02-19 18:00:00,Instagram,Image,4574,377,108,144,236,11,629,13.75,0.24,18,Monday,2024-02
2024-02-19 20:00:00,Instagram,Image,4686,616,42,171,115,35,829,17.69,0.747,20,Monday,2024-02
2024-02-19 22:00:00,Instagram,Video,6625,373,130,146,316,50,649,9.8,0.755,22,Monday,2024-02
2024-02-20 00:00:00,Instagram,Carousel,6277,441,114,102,384,15,657,10.47,0.239,0,Tuesday,2024-02
2024-02-20 02:00:00,Instagram,Video,6618,546,65,264,236,70,875,13.22,1.058,2,Tuesday,2024-02
2024-02-20 04:00:00,Instagram,Carousel,5758,583,38,147,361,47,768,13.34,0.816,4,Tuesday,2024-02
2024-02-20 06:00:00,Instagram,Image,4618,473,49,116,120,41,638,13.82,0.888,6,Tuesday,2024-02
2024-02-20 08:00:00,Instagram,Video,8694,564,99,203,187,41,866,9.96,0.472,8,Tuesday,2024-02
2024-02-20 10:00:00,Twitter,Image,3227,388,74,99,152,4,561,17.38,0.124,10,Tuesday,2024-02
2024-02-20 12:00:00,Instagram,Video,7186,533,168,78,394,50,779,10.84,0.696,12,Tuesday,2024-02
2024-02-20 14:00:00,Instagram,Image,5046,312,68,182,321,5,562,11.14,0.099,14,Tuesday,2024-02
2024-02-20 16:00:00,Twitter,Carousel,3541,155,26,175,137,8,356,10.05,0.226,16,Tuesday,2024-02
2024-02-20 18:00:00,Twitter,Video,4423,224,85,195,156,5,504,11.39,0.113,18,Tuesday,2024-02
2024-02-20 20:00:00,Instagram,Story,3923,247,60,79,299,43,386,9.84,1.096,20,Tuesday,2024-02
2024-02-20 22:00:00,Facebook,Video,3745,362,45,94,167,33,501,13.38,0.881,22,Tuesday,2024-02
2024-02-21 00:00:00,Twitter,Video,6028,810,70,195,154,19,1075,17.83,0.315,0,Wednesday,2024-02
2024-02-21 02:00:00,Instagram,Carousel,5726,465,52,258,168,34,775,13.53,0.594,2,Wednesday,2024-02
2024-02-21 04:00:00,Facebook,Image,4073,318,91,133,188,7,542,13.31,0.172,4,Wednesday,2024-02
2024-02-21 06:00:00,Facebook,Video,5181,447,110,179,362,33,736,14.21,0.637,6,Wednesday,2024-02
2024-02-21 08:00:00,Instagram,Image,5366,638,58,160,242,29,856,15.95,0.54,8,Wednesday,2024-02
2024-02-21 10:00:00,Instagram,Image,3638,229,28,65,84,11,322,8.85,0.302,10,Wednesday,2024-02
2024-02-21 12:00:00,Facebook,Story,2078,157,10,90,45,23,257,12.37,1.107,12,Wednesday,2024-02
2024-02-21 14:00:00,Twitter,Image,2322,300,36,73,137,12,409,17.61,0.517,14,Wednesday,2024-02
2024-02-21 16:00:00,Instagram,Story,3730,169,52,119,273,8,340,9.12,0.214,16,Wednesday,2024-02
2024-02-21 18:00:00,Instagram,Story,4153,507,38,106,161,22,651,15.68,0.53,18,Wednesday,2024-02
2024-02-21 20:00:00,Instagram,Image,4509,541,62,133,319,39,736,16.32,0.865,20,Wednesday,2024-02
2024-02-21 22:00:00,Twitter,Text,962,85,9,43,52,3,137,14.24,0.312,22,Wednesday,2024-02
2024-02-22 00:00:00,Twitter,Image,3863,171,95,58,261,20,324,8.39,0.518,0,Thursday,2024-02
2024-02-22 02:00:00,Instagram,Text,2194,195,49,58,114,3,302,13.76,0.137,2,Thursday,2024-02
2024-02-22 04:00:00,Twitter,Video,4515,231,59,162,283,13,452,10.01,0.288,4,Thursday,2024-02
2024-02-22 06:00:00,Twitter,Carousel,4448,213,105,90,316,46,408,9.17,1.034,6,Thursday,2024-02
2024-02-22 08:00:00,Instagram,Image,4016,490,81,136,161,15,707,17.6,0.374,8,Thursday,2024-02
2024-02-22 10:00:00,Instagram,Image,4898,255,74,163,203,30,492,10.04,0.612,10,Thursday,2024-02
2024-02-22 12:00:00,Twitter,Carousel,5271,685,43,133,149,41,861,16.33,0.778,12,Thursday,2024-02
2024-02-22 14:00:00,Facebook,Carousel,2563,289,60,54,197,4,403,15.72,0.156,14,Thursday,2024-02
2024-02-22 16:00:00,Twitter,Video,4639,600,72,170,324,12,842,18.15,0.259,16,Thursday,2024-02
2024-02-22 18:00:00,Twitter,Video,5231,229,118,118,145,32,465,8.89,0.612,18,Thursday,2024-02
2024-02-22 20:00:00,Instagram,Carousel,5527,373,31,148,407,65,552,9.99,1.176,20,Thursday,2024-02
2024-02-22 22:00:00,Twitter,Carousel,4227,438,34,195,215,11,667,15.78,0.26,22,Thursday,2024-02
2024-02-23 00:00:00,Twitter,Text,2010,227,38,36,65,17,301,14.98,0.846,0,Friday,2024-02
2024-02-23 02:00:00,Instagram,Story,4198,260,57,173,281,25,490,11.67,0.596,2,Friday,2024-02
2024-02-23 04:00:00,Instagram,Text,3104,327,29,65,120,7,421,13.56,0.226,4,Friday,2024-02
2024-02-23 06:00:00,Instagram,Carousel,6198,417,56,174,461,13,647,10.44,0.21,6,Friday,2024-02
2024-02-23 08:00:00,Instagram,Image,5267,261,123,172,220,49,556,10.56,0.93,8,Friday,2024-02
2024-02-23 10:00:00,Instagram,Video,8102,532,152,93,570,48,777,9.59,0.592,10,Friday,2024-02
2024-02-23 12:00:00,Instagram,Story,3058,329,62,88,174,18,479,15.66,0.589,12,Friday,2024-02
2024-02-23 14:00:00,Instagram,Carousel,6336,819,94,276,431,34,1189,18.77,0.537,14,Friday,2024-02
2024-02-23 16:00:00,Instagram,Video,6806,834,65,210,465,33,1109,16.29,0.485,16,Friday,2024-02
2024-02-23 18:00:00,Facebook,Image,1669,173,16,23,112,3,212,12.7,0.18,18,Friday,2024-02
2024-02-23 20:00:00,Twitter,Text,2472,184,60,121,89,3,365,14.77,0.121,20,Friday,2024-02
2024-02-23 22:00:00,Twitter,Image,2844,314,39,39,177,3,392,13.78,0.105,22,Friday,2024-02
2024-02-24 00:00:00,Facebook,Image,2685,365,50,112,117,12,527,19.63,0.447,0,Saturday,2024-02
2024-02-24 02:00:00,Twitter,Image,3067,194,44,98,177,11,336,10.96,0.359,2,Saturday,2024-02
2024-02-24 04:00:00,Instagram,Video,5538,470,90,151,248,50,711,12.84,0.903,4,Saturday,2024-02
2024-02-24 06:00:00,Twitter,Image,3011,326,65,60,170,22,451,14.98,0.731,6,Saturday,2024-02
2024-02-24 08:00:00,Twitter,Image,3002,214,23,55,79,25,292,9.73,0.833,8,Saturday,2024-02
2024-02-24 10:00:00,Twitter,Video,3278,347,78,128,75,35,553,16.87,1.068,10,Saturday,2024-02
2024-02-24 12:00:00,Twitter,Story,2742,270,67,85,203,5,422,15.39,0.182,12,Saturday,2024-02
2024-02-24 14:00:00,Instagram,Image,5378,317,74,179,370,63,570,10.6,1.171,14,Saturday,2024-02
2024-02-24 16:00:00,Instagram,Story,3637,436,62,65,180,33,563,15.48,0.907,16,Saturday,2024-02
2024-02-24 18:00:00,Instagram,Story,3948,462,59,87,309,32,608,15.4,0.811,18,Saturday,2024-02
2024-02-24 20:00:00,Twitter,Video,3847,435,37,64,199,16,536,13.93,0.416,20,Saturday,2024-02
2024-02-24 22:00:00,Twitter,Carousel,3628,373,26,131,134,3,530,14.61,0.083,22,Saturday,2024-02
2024-02-25 00:00:00,Instagram,Image,4207,495,72,205,178,35,772,18.35,0.832,0,Sunday,2024-02
2024-02-25 02:00:00,Facebook,Story,2923,135,37,141,152,12,313,10.71,0.411,2,Sunday,2024-02
2024-02-25 04:00:00,Twitter,Video,5411,565,67,259,115,23,891,16.47,0.425,4,Sunday,2024-02
2024-02-25 06:00:00,Instagram,Carousel,5305,700,60,106,276,53,866,16.32,0.999,6,Sunday,2024-02
2024-02-25 08:00:00,Instagram,Carousel,5409,601,68,141,362,62,810,14.98,1.146,8,Sunday,2024-02
2024-02-25 10:00:00,Instagram,Image,4907,258,65,143,208,24,466,9.5,0.489,10,Sunday,2024-02
2024-02-25 12:00:00,Instagram,Video,7308,611,65,311,498,46,987,13.51,0.629,12,Sunday,2024-02
2024-02-25 14:00:00,Instagram,Carousel,5589,390,99,120,190,50,609,10.9,0.895,14,Sunday,2024-02
2024-02-25 16:00:00,Instagram,Carousel,5237,335,124,161,219,55,620,11.84,1.05,16,Sunday,2024-02
2024-02-25 18:00:00,Instagram,Image,4130,328,48,75,176,18,451,10.92,0.436,18,Sunday,2024-02
2024-02-25 20:00:00,Instagram,Carousel,4904,479,30,86,217,55,595,12.13,1.122,20,Sunday,2024-02
2024-02-25 22:00:00,Facebook,Image,3596,279,65,72,99,5,416,11.57,0.139,22,Sunday,2024-02
2024-02-26 00:00:00,Instagram,Carousel,5170,296,104,54,276,26,454,8.78,0.503,0,Monday,2024-02
2024-02-26 02:00:00,Twitter,Video,4733,429,76,106,178,42,611,12.91,0.887,2,Monday,2024-02
2024-02-26 04:00:00,Twitter,Story,2684,133,61,64,142,13,258,9.61,0.484,4,Monday,2024-02
2024-02-26 06:00:00,Facebook,Image,3035,159,50,94,97,18,303,9.98,0.593,6,Monday,2024-02
2024-02-26 08:00:00,Instagram,Image,4821,239,76,183,325,38,498,10.33,0.788,8,Monday,2024-02
2024-02-26 10:00:00,Instagram,Video,8256,456,158,306,177,45,920,11.14,0.545,10,Monday,2024-02
2024-02-26 12:00:00,Facebook,Video,5461,336,91,254,370,60,681,12.47,1.099,12,Monday,2024-02
2024-02-26 14:00:00,Facebook,Image,1831,252,9,63,81,19,324,17.7,1.038,14,Monday,2024-02
2024-02-26 16:00:00,Facebook,Image,3814,185,33,153,81,38,371,9.73,0.996,16,Monday,2024-02
2024-02-26 18:00:00,Instagram,Story,4443,183,80,109,251,38,372,8.37,0.855,18,Monday,2024-02
2024-02-26 20:00:00,Instagram,Video,6590,309,110,203,425,43,622,9.44,0.653,20,Monday,2024-02
2024-02-26 22:00:00,Twitter,Image,2955,243,38,32,118,34,313,10.59,1.151,22,Monday,2024-02
2024-02-27 00:00:00,Facebook,Image,2505,247,54,69,52,4,370,14.77,0.16,0,Tuesday,2024-02
2024-02-27 02:00:00,Twitter,Video,5765,524,140,217,139,17,881,15.28,0.295,2,Tuesday,2024-02
2024-02-27 04:00:00,Twitter,Video,5583,568,99,62,389,53,729,13.06,0.949,4,Tuesday,2024-02
2024-02-27 06:00:00,Instagram,Image,4868,320,93,90,109,15,503,10.33,0.308,6,Tuesday,2024-02
2024-02-27 08:00:00,Facebook,Image,2386,195,36,69,86,3,300,12.57,0.126,8,Tuesday,2024-02
2024-02-27 10:00:00,Instagram,Image,3681,369,47,80,265,33,496,13.47,0.896,10,Tuesday,2024-02
2024-02-27 12:00:00,Instagram,Image,4487,238,84,81,208,7,403,8.98,0.156,12,Tuesday,2024-02
2024-02-27 14:00:00,Twitter,Carousel,5085,623,38,234,365,31,895,17.6,0.61,14,Tuesday,2024-02
2024-02-27 16:00:00,Twitter,Video,5668,681,77,234,270,64,992,17.5,1.129,16,Tuesday,2024-02
2024-02-27 18:00:00,Instagram,Image,5621,498,80,232,389,39,810,14.41,0.694,18,Tuesday,2024-02
2024-02-27 20:00:00,Instagram,Text,2593,354,52,110,56,15,516,19.9,0.578,20,Tuesday,2024-02
2024-02-27 22:00:00,Twitter,Image,2143,224,46,25,152,15,295,13.77,0.7,22,Tuesday,2024-02
2024-02-28 00:00:00,Instagram,Carousel,5363,365,83,64,158,53,512,9.55,0.988,0,Wednesday,2024-02
2024-02-28 02:00:00,Twitter,Image,2393,127,23,67,122,22,217,9.07,0.919,2,Wednesday,2024-02
2024-02-28 04:00:00,Instagram,Story,5194,528,37,84,240,27,649,12.5,0.52,4,Wednesday,2024-02
2024-02-28 06:00:00,Twitter,Story,2671,305,44,68,80,9,417,15.61,0.337,6,Wednesday,2024-02
2024-02-28 08:00:00,Twitter,Image,1787,163,15,65,127,6,243,13.6,0.336,8,Wednesday,2024-02
2024-02-28 10:00:00,Instagram,Text,4092,364,100,95,227,8,559,13.66,0.196,10,Wednesday,2024-02
2024-02-28 12:00:00,Instagram,Video,6570,893,126,272,408,49,1291,19.65,0.746,12,Wednesday,2024-02
2024-02-28 14:00:00,Instagram,Video,7362,625,163,355,367,82,1143,15.53,1.114,14,Wednesday,2024-02
2024-02-28 16:00:00,Instagram,Story,4921,420,45,49,169,32,514,10.45,0.65,16,Wednesday,2024-02
2024-02-28 18:00:00,Facebook,Story,4412,344,61,217,180,26,622,14.1,0.589,18,Wednesday,2024-02
2024-02-28 20:00:00,Instagram,Video,7498,870,59,246,264,26,1175,15.67,0.347,20,Wednesday,2024-02
2024-02-28 22:00:00,Facebook,Image,3964,163,30,88,107,46,281,7.09,1.16,22,Wednesday,2024-02
2024-02-29 00:00:00,Instagram,Video,6591,394,110,82,472,76,586,8.89,1.153,0,Thursday,2024-02
2024-02-29 02:00:00,Twitter,Image,2885,186,40,31,168,16,257,8.91,0.555,2,Thursday,2024-02
2024-02-29 04:00:00,Facebook,Story,1837,193,24,31,112,13,248,13.5,0.708,4,Thursday,2024-02
2024-02-29 06:00:00,Twitter,Image,2664,335,19,110,160,6,464,17.42,0.225,6,Thursday,2024-02
2024-02-29 08:00:00,Twitter,Image,2763,371,21,98,118,31,490,17.73,1.122,8,Thursday,2024-02
2024-02-29 10:00:00,Twitter,Image,4653,339,112,214,168,45,665,14.29,0.967,10,Thursday,2024-02
2024-02-29 12:00:00,Instagram,Video,7891,548,41,148,291,46,737,9.34,0.583,12,Thursday,2024-02
2024-02-29 14:00:00,Facebook,Image,633,36,14,24,15,5,74,11.69,0.79,14,Thursday,2024-02
2024-02-29 16:00:00,Facebook,Carousel,3935,158,39,185,298,35,382,9.71,0.889,16,Thursday,2024-02
2024-02-29 18:00:00,Facebook,Text,1779,207,12,54,60,5,273,15.35,0.281,18,Thursday,2024-02
2024-02-29 20:00:00,Instagram,Story,3797,329,90,66,298,45,485,12.77,1.185,20,Thursday,2024-02
2024-02-29 22:00:00,Twitter,Video,5334,509,44,120,242,23,673,12.62,0.431,22,Thursday,2024-02
2024-03-01 00:00:00,Facebook,Story,2898,116,49,135,108,8,300,10.35,0.276,0,Friday,2024-03
2024-03-01 02:00:00,Instagram,Story,3487,366,67,130,136,13,563,16.15,0.373,2,Friday,2024-03
2024-03-01 04:00:00,Instagram,Story,5002,426,67,81,228,34,574,11.48,0.68,4,Friday,2024-03
2024-03-01 06:00:00,Twitter,Image,3082,130,42,127,187,24,299,9.7,0.779,6,Friday,2024-03
2024-03-01 08:00:00,Twitter,Image,4347,409,49,67,318,26,525,12.08,0.598,8,Friday,2024-03
2024-03-01 10:00:00,Facebook,Image,3027,386,50,111,206,24,547,18.07,0.793,10,Friday,2024-03
2024-03-01 12:00:00,Instagram,Video,7466,898,93,190,192,82,1181,15.82,1.098,12,Friday,2024-03
2024-03-01 14:00:00,Facebook,Video,2485,122,44,65,110,21,231,9.3,0.845,14,Friday,2024-03
2024-03-01 16:00:00,Instagram,Video,7317,857,157,123,540,60,1137,15.54,0.82,16,Friday,2024-03
2024-03-01 18:00:00,Instagram,Image,3955,506,58,125,297,43,689,17.42,1.087,18,Friday,2024-03
2024-03-01 20:00:00,Instagram,Carousel,4481,355,57,96,161,46,508,11.34,1.027,20,Friday,2024-03
2024-03-01 22:00:00,Facebook,Image,2485,116,46,42,101,4,204,8.21,0.161,22,Friday,2024-03
2024-03-02 00:00:00,Twitter,Video,5835,749,55,166,281,61,970,16.62,1.045,0,Saturday,2024-03
2024-03-02 02:00:00,Twitter,Text,1306,151,19,48,92,1,218,16.69,0.077,2,Saturday,2024-03
2024-03-02 04:00:00,Instagram,Text,3355,382,53,104,137,22,539,16.07,0.656,4,Saturday,2024-03
2024-03-02 06:00:00,Facebook,Story,2363,249,31,91,169,6,371,15.7,0.254,6,Saturday,2024-03
2024-03-02 08:00:00,Instagram,Text,925,100,9,32,67,5,141,15.24,0.541,8,Saturday,2024-03
2024-03-02 10:00:00,Facebook,Image,1865,244,46,26,63,21,316,16.94,1.126,10,Saturday,2024-03
2024-03-02 12:00:00,Twitter,Text,2881,121,49,60,206,11,230,7.98,0.382,12,Saturday,2024-03
